address,price,est_monthly_payment,bedrooms,bathrooms,square_footage,property_type,year_built,lot_size,price_per_sqft,parking,state,city,url
"2.5 ac Chesterville Rd, Tupelo, MS 38804",85000,,—,,2.50,Vacant land,,108900,,,Mississippi,,https://www.redfin.com/MS/Tupelo/2-5-ac-Chesterville-Rd-Unknown/home/192590365
"3428 Brooks Rd, Tupelo, MS 38804",399999,,—,,6.00,Vacant land,,261360,,,Mississippi,,https://www.redfin.com/MS/Tupelo/3428-Brooks-RD-38804/home/189495752
"19219 SE 299th Pl, Kent, WA 98042",1299999,,4,3.5,5230,Single-family,2005,108900,249,3,Washington,,https://www.redfin.com/WA/Kent/19219-SE-299th-Pl-98042/home/2077446
"Lot 55 North Lane Dr, Tupelo, MS 38801",38000,,—,,1.00,Vacant land,,43560,,,Mississippi,,https://www.redfin.com/MS/Tupelo/55-N-Lane-Dr-38801/home/189423025
"26832 27th Pl S, Kent, WA 98032",599950,,3,3,1550,Single-family,1998,5315,387,2,Washington,,https://www.redfin.com/WA/Kent/26832-27th-Pl-S-98032/home/205866
"Lot 21 Emberwood Ct, Tupelo, MS 38801",35000,,—,,1.04,Vacant land,,45302,,,Mississippi,,https://www.redfin.com/MS/Tupelo/21-Emberwood-Ct-38801/home/189423187
"28425 160th Ave SE, Covington, WA 98042",1795000,,3,2.5,3370,Single-family,1974,209523,533,,Washington,,https://www.redfin.com/WA/Covington/28425-160th-Ave-SE-98042/home/381856
"Lot 47 Rock Creek Dr, Tupelo, MS 38801",106000,,—,,1.51,Vacant land,,65775,,,Mississippi,,https://www.redfin.com/MS/Tupelo/47-Rock-Creek-Dr-38801/home/189495604
"Cliff Gookin, Tupelo, MS 38801",225000,,—,,3.00,Vacant land,,130680,,,Mississippi,,https://www.redfin.com/MS/Tupelo/Cliff-Gookin-Blvd-38801/home/166546926
"10210 SE 239th St #6, Kent, WA 98031",220000,,1,1,720,Condo,1970,,306,1,Washington,,https://www.redfin.com/WA/Kent/10210-SE-239th-St-98031/unit-6/home/194350154
"25131 98th Pl S Unit E302, Kent, WA 98030",250000,,2,1,871,Condo,1984,,287,2,Washington,,https://www.redfin.com/WA/Kent/25131-98th-Pl-S-98030/unit-E302/home/43911
"3611 Mccullough Blvd, Tupelo, MS 38826",650000,,—,,3.50,Vacant land,,152460,,,Mississippi,,https://www.redfin.com/MS/Belden/3611-McCullough-Blvd-38826/home/189423287
"27441 145th Ave SE, Kent, WA 98042",680000,,4,2.5,2380,Single-family,1979,7400,286,3,Washington,,https://www.redfin.com/WA/Kent/27441-145th-Ave-SE-98042/home/405708
"Eason Blvd, Tupelo, MS 38801",200000,,—,,10.00,Vacant land,,435600,,,Mississippi,,https://www.redfin.com/MS/Tupelo/Eason-Blvd-38804/home/166542516
"21450 SE 289th Way, Kent, WA 98042",690000,,5,3.5,2815,Single-family,2009,4319,245,,Washington,,https://www.redfin.com/WA/Kent/21450-SE-289th-Way-98042/home/12304516
"Lot 17 Timberlane Dr, Tupelo, MS 38801",33000,,—,,1.44,Vacant land,,62726,,,Mississippi,,https://www.redfin.com/MS/Tupelo/17-Timberlane-Dr-38801/home/189422430
"Mallard Cove Lot 4, Tupelo, MS 38801",120000,,—,,6.00,Vacant land,,261360,,,Mississippi,,https://www.redfin.com/MS/Tupelo/4-Mallard-Cv-38801/home/189422910
"21318 SE 289th Way, Kent, WA 98042",665000,,4,2.5,2069,Single-family,2014,3984,321,,Washington,,https://www.redfin.com/WA/Kent/21318-SE-289th-Way-98042/home/12307000
"Hwy 6, Tupelo, MS 38801",350000,,—,,6.50,Vacant land,,283140,,,Mississippi,,https://www.redfin.com/MS/Tupelo/Unknown-38801/home/189423218
"29521 215th Ave SE, Kent, WA 98042",675000,,3,2.5,1770,Single-family,1987,16552,381,2,Washington,,https://www.redfin.com/WA/Kent/29521-215th-Ave-SE-98042/home/382594
"3946 N Gloster St, Tupelo, MS 38804",379900,,—,,1.00,Vacant land,,43560,,,Mississippi,,https://www.redfin.com/MS/Tupelo/3946-N-Gloster-St-38804/home/189422584
"Hwy 145 N, Tupelo, MS 38804",855000,,—,,2.85,Vacant land,,124146,,,Mississippi,,https://www.redfin.com/MS/Tupelo/Hwy-145-N-Unknown/home/189422688
"851 1st Ave N, Kent, WA 98031",479000,,2,,1150,Multi-family,1955,4960,417,4,Washington,,https://www.redfin.com/WA/Kent/851-1st-Ave-N-98032/home/397903
"1457 Beech Springs Rd, Saltillo, MS 38866",1849900,,—,,3.20,Vacant land,,139392,,,Mississippi,,https://www.redfin.com/MS/Saltillo/1457-Beech-Springs-Rd-38866/home/166549300
"22131 39th Pl S Unit 18-1, Kent, WA 98032",560000,,3,2.5,1887,Townhome,2000,,297,2,Washington,,https://www.redfin.com/WA/Kent/22131-39th-Pl-S-98032/unit-18-1/home/146701596
"Unknown Address, Belden, MS 38826",39000,,—,,1.00,Vacant land,,43560,,,Mississippi,,https://www.redfin.com/MS/Tupelo/Unknown-38826/home/189422836
"24015 130th Ave SE, Kent, WA 98030",745000,,4,2.5,1963,Single-family,2001,9263,380,3,Washington,,https://www.redfin.com/WA/Kent/24015-130th-Ave-SE-98030/home/398836
"14602 SE 274th St, Kent, WA 98042",699500,,5,3,2160,Single-family,1980,8580,324,,Washington,,https://www.redfin.com/WA/Kent/14602-SE-274th-St-98042/home/402342
"10700 SE 260th St Unit E 104, Kent, WA 98030",499999,,3,2.5,1829,Condo,2001,,273,2,Washington,,https://www.redfin.com/WA/Kent/10700-SE-260th-St-98030/unit-E104/home/40906
"19665 122nd Pl SE, Kent, WA 98031",629950,,3,2,1180,Single-family,1968,8207,534,2,Washington,,https://www.redfin.com/WA/Kent/19665-122nd-Pl-SE-98031/home/222734
"30427 204th Ave SE, Kent, WA 98042",1199500,,4,2.5,3000,Single-family,1992,100623,400,,Washington,,https://www.redfin.com/WA/Kent/30427-204th-Ave-SE-98042/home/382738
"27210 104th Ave SE, Kent, WA 98030",850000,,5,3,2721,Single-family,2010,5700,312,,Washington,,https://www.redfin.com/WA/Kent/27210-104th-Ave-SE-98030/home/22525088
"205 Alyce Pl, Long Beach, MS 39560",219900,,3,2,1435,Single-family,1975,11325,153,,Mississippi,,https://www.redfin.com/MS/Long-Beach/205-Alyce-Pl-39560/home/116591612
"26016 106th Pl SE Unit F103, Kent, WA 98030",344990,,2,2,960,Condo,1991,,359,2,Washington,,https://www.redfin.com/WA/Kent/26016-106th-Pl-SE-98031/unit-F103/home/172526946
"21916 107th Pl SE, Kent, WA 98031",165000,,3,2,1440,Manufactured,1980,,115,,Washington,,https://www.redfin.com/WA/Kent/21916-107th-Pl-SE-98031/home/196852308
"20030 Pineville Rd, Long Beach, MS 39560",439900,,4,3.5,3200,Single-family,1975,54014,137,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/20030-Pineville-Rd-39560/home/116034603
"26308 42nd Ave S, Kent, WA 98032",679000,,4,3,2420,Single-family,1978,8800,281,2,Washington,,https://www.redfin.com/WA/Kent/26308-42nd-Ave-S-98032/home/206204
"516 Hickory Dr, Long Beach, MS 39560",255000,,3,2,1867,Single-family,2005,7840,137,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/516-Hickory-Dr-39560/home/116123899
"34 & 35 Oak Alley Ln, Long Beach, MS 39560",355000,,3,3,1950,Condo,2020,,182,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/34-Oak-Alley-Ln-39560/home/176888845
"21214 143rd Ave SE, Kent, WA 98042",1889500,,7,4,6000,Single-family,1980,81021,315,4,Washington,,https://www.redfin.com/WA/Kent/21214-143rd-Ave-SE-98042/home/393163
"502 Dynsmore Pl, Long Beach, MS 39560",315000,,3,2,1805,Single-family,2025,20473,175,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/502-Dynsmore-Pl-39560/home/197176720
"10024 SE 244th Ct, Kent, WA 98030",726750,,4,2.5,1990,Single-family,1994,7639,365,,Washington,,https://www.redfin.com/WA/Kent/10024-SE-244th-Ct-98030/home/396609
"82 Oak Alley Ln, Long Beach, MS 39560",315000,,4,3.5,1937,Single-family,2023,4356,163,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/82-Oak-Alley-Ln-39560/home/184679384
"10905 SE 220th Pl, Kent, WA 98031",715000,,3,2.5,1980,Single-family,1984,8601,361,2,Washington,,https://www.redfin.com/WA/Kent/10905-SE-220th-Pl-98031/home/223450
"74 Oak Alley Ln, Long Beach, MS 39560",280000,,2,2,1191,Single-family,2016,272250,235,,Mississippi,,https://www.redfin.com/MS/Long-Beach/74-Oak-Alley-Ln-39560/home/166300098
"27404 149th Ave SE #62, Kent, WA 98042",374000,,3,2,1344,Manufactured,1990,,278,,Washington,,https://www.redfin.com/WA/Kent/27404-149th-Ave-SE-98042/unit-62/home/17361
"5123 Mitchell Rd, Long Beach, MS 39560",399000,,3,2.5,2508,Single-family,1998,20473,159,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/5123-Mitchell-Rd-39560/home/116376117
"253 S Lang Ave, Long Beach, MS 39560",699000,,3,3.5,2760,Single-family,2010,16988,253,3,Mississippi,,https://www.redfin.com/MS/Long-Beach/253-S-Lang-Ave-39560/home/116230010
"26 Scott Station Cv, Long Beach, MS 39560",338000,,4,2.5,2578,Single-family,2000,13939,131,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/26-Scott-Station-Cv-39560/home/116240506
"140 Summit Ave N Unit B-6, Kent, WA 98030",324500,,2,1.5,1138,Condo,1980,1138,285,,Washington,,https://www.redfin.com/WA/Kent/140-Summit-Ave-N-98030/unit-B-6/home/103953006
"107 Douglas Ave, Long Beach, MS 39560",995000,,5,3,2874,Multi-family,2024,10890,346,,Mississippi,,https://www.redfin.com/MS/Long-Beach/107-Douglas-Ln-39560/home/115900310
"22328 88th Way S Unit X106, Kent, WA 98031",530000,,2,2.5,1512,Townhome,2020,594594,351,,Washington,,https://www.redfin.com/WA/Kent/22328-88th-Way-S-98031/unit-X106/home/178441149
"908 Latil St, Long Beach, MS 39560",198500,,3,2,1450,Single-family,1971,10890,137,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/908-Latil-St-39560/home/115783644
"10900 SE 219th Pl, Kent, WA 98031",875000,,4,2.5,1920,Single-family,1989,7349,456,2,Washington,,https://www.redfin.com/WA/Kent/10900-SE-219th-Pl-98031/home/220270
"305 S Cleveland Ave, Long Beach, MS 39560",185000,,1,1,432,Single-family,2008,12196,428,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/305-S-Cleveland-Ave-39560/home/116037994
"112 Driftwood Dr, Long Beach, MS 39560",294900,,4,3,2777,Single-family,1970,11325,106,,Mississippi,,https://www.redfin.com/MS/Long-Beach/112-Driftwood-Dr-39560/home/116125049
"120 Clower Ave, Long Beach, MS 39560",269900,,5,2.5,2422,Single-family,1960,18295,111,,Mississippi,,https://www.redfin.com/MS/Long-Beach/120-Clower-Ave-39560/home/115842714
"447 Russell Ave, Long Beach, MS 39560",626000,,3,2,2460,Single-family,2008,20473,254,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/447-Russell-Ave-39560/home/115838079
"20912 125th Ave SE, Kent, WA 98031",699950,,3,2.5,1630,Single-family,1969,6901,429,2,Washington,,https://www.redfin.com/WA/Kent/20912-125th-Ave-SE-98031/home/224439
"3 Briarwood Cir, Long Beach, MS 39560",319000,,4,2.5,2314,Single-family,1979,13068,138,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/3-Briarwood-Cir-39560/home/115857337
"25446 106th Ave SE Unit A1, Kent, WA 98030",284000,,2,1.5,1065,Townhome,1974,277477,267,,Washington,,https://www.redfin.com/WA/Kent/25446-106th-Ave-SE-98030/unit-A1/home/58539
"207 Mccaughan Ave, Long Beach, MS 39560",139900,,3,1.5,1527,Single-family,1955,10454,92,6,Mississippi,,https://www.redfin.com/MS/Long-Beach/207-McCaughan-Ave-39560/home/116574102
"15232 SE 272nd St #108, Kent, WA 98042",140000,,4,2,1440,Manufactured,1973,,97,4,Washington,,https://www.redfin.com/WA/Kent/15232-SE-272nd-St-98042/unit-108/home/196495170
"122 W Beach Blvd #7, Long Beach, MS 39560",629900,,3,2,1557,Single-family,2025,7840,405,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/122-W-Beach-BLVD-39560/unit-7/home/190986639
"25120 98th Pl S Unit A202, Kent, WA 98030",289000,,2,1,871,Condo,1984,,332,2,Washington,,https://www.redfin.com/WA/Kent/25120-98th-Pl-S-98030/unit-A202/home/14552
"259 Reinike Rd, Long Beach, MS 39560",191000,,3,2,1415,Single-family,1980,11325,135,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/259-Reinike-Rd-39560/home/116603845
"27217 104th Ave SE, Kent, WA 98030",875000,,4,3,2750,Single-family,2008,5700,318,,Washington,,https://www.redfin.com/WA/Kent/27217-104th-Ave-SE-98030/home/22493568
"19085 Commission Rd, Long Beach, MS 39560",445000,,4,2.5,3110,Single-family,1992,39204,143,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/19085-Commission-Rd-39560/home/144296704
"2707 S 268th Pl, Kent, WA 98032",725000,,4,2.5,1670,Single-family,1998,4689,434,2,Washington,,https://www.redfin.com/WA/Kent/2707-S-268th-Pl-98032/home/204473
"5010 Live Oak Dr, Long Beach, MS 39560",345000,,3,2.5,2346,Single-family,1994,15245,147,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/5010-Live-Oak-Dr-39560/home/116196126
"216 West Ave, Long Beach, MS 39560",448500,,3,2,1465,Single-family,2021,10018,306,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/216-West-Ave-39560/home/116399942
"3726 S 251st Pl, Kent, WA 98032",844000,,4,2.5,2000,Single-family,1993,7823,422,7,Washington,,https://www.redfin.com/WA/Kent/3726-S-251st-Pl-98032/home/207567
"18059 Commission Rd, Long Beach, MS 39560",314900,,3,2,1788,Single-family,1985,38768,176,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/18059-Commission-Rd-39560/home/116416291
"2230 S 253rd Pl, Des Moines, WA 98198",750000,,6,3,3120,Single-family,1965,13939,240,2,Washington,,https://www.redfin.com/WA/Des-Moines/2230-S-253rd-Pl-98198/home/203462
"112 Olson Ave, Long Beach, MS 39560",249900,,3,1.5,1826,Single-family,1965,40510,137,,Mississippi,,https://www.redfin.com/MS/Long-Beach/112-Olson-Ave-39560/home/116280934
"14618 SE 275th Pl, Kent, WA 98042",749950,,4,3,2080,Single-family,1979,7400,361,2,Washington,,https://www.redfin.com/WA/Kent/14618-SE-275th-Pl-98042/home/404195
"410 N Seal Ave, Long Beach, MS 39560",199000,,3,1.5,1626,Single-family,1948,41817,122,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/410-N-Seal-Ave-39560/home/115908487
"22111 108th Ave SE #5, Kent, WA 98031",175000,,3,2,1232,Manufactured,1987,,142,1,Washington,,https://www.redfin.com/WA/Kent/22111-108th-Ave-SE-98031/unit-5/home/178950674
"215 E First St, Long Beach, MS 39560",175000,,1,1,600,Single-family,1950,7405,292,,Mississippi,,https://www.redfin.com/MS/Long-Beach/215-E-1st-St-39560/home/192788192
"5120 S 214th Way, Kent, WA 98032",849950,,5,3,2689,Single-family,2009,5000,316,,Washington,,https://www.redfin.com/WA/Kent/5120-S-214th-Way-98032/home/21898125
"432 Klondyke Rd, Long Beach, MS 39560",119900,,3,1,1596,Single-family,1951,37897,75,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/432-Klondyke-Rd-39560/home/115909053
"25504 128th Ave SE, Kent, WA 98039",995000,,4,3,3026,Single-family,2018,5750,329,,Washington,,https://www.redfin.com/WA/Kent/25504-128th-Ave-SE-98030/home/145708870
"20 Oakmont Pl, Long Beach, MS 39560",175000,,3,2,1296,Single-family,1995,7840,135,1,Mississippi,,https://www.redfin.com/MS/Long-Beach/20-Oakmont-Pl-39560/home/116447955
"22608 112th Ave SE, Kent, WA 98031",380000,,3,2,1440,Manufactured,1978,3200,264,,Washington,,https://www.redfin.com/WA/Kent/22608-112th-Ave-SE-98031/home/2076741
"146 Sea Oaks Blvd, Long Beach, MS 39560",459000,,3,2,1847,Single-family,2021,15245,249,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/146-Sea-Oaks-Blvd-39560/home/168765022
"1720 Maple Ln #11, Kent, WA 98030",125000,,2,1,850,Manufactured,1974,9120,147,,Washington,,https://www.redfin.com/WA/Kent/1720-Maple-Ln-98030/unit-11/home/196561665
,268025,,3,2,1624,Single-family,2025,9147,165,,Mississippi,,https://www.redfin.com/MS/Long-Beach/3-Cameron-Cv-39560/home/196899751
"11210 SE 219th Pl, Kent, WA 98031",744950,,3,2.5,2310,Single-family,1991,10691,322,2,Washington,,https://www.redfin.com/WA/Kent/11210-SE-219th-Pl-98031/home/222875
"119 Winters Ln, Long Beach, MS 39560",399000,,3,2,1726,Single-family,2008,,231,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/119-Winters-Ln-39560/home/115910721
"28404 142nd Pl SE, Kent, WA 98042",799950,,4,3,2415,Single-family,2025,3558,331,,Washington,,https://www.redfin.com/WA/Kent/28404-142nd-Pl-SE-98042/home/196426839
"211 Hawthorne Dr, Long Beach, MS 39560",299999,,4,2,2054,Single-family,2021,8712,146,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/211-Hawthorne-Dr-39560/home/176884437
"205 S Lang Ave, Long Beach, MS 39560",669000,,3,2.5,2007,Single-family,2017,13503,333,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/205-S-Lang-Ave-39560/home/115869376
"6026 Seagull Dr, Long Beach, MS 39560",400000,,4,3.5,2785,Single-family,2022,22215,144,,Mississippi,,https://www.redfin.com/MS/Long-Beach/6026-Seagull-Dr-39560/home/177909350
"24324 138th Ave SE, Kent, WA 98042",770000,,4,2,2180,Single-family,1974,19602,353,,Washington,,https://www.redfin.com/WA/Kent/24324-138th-Ave-SE-98042/home/400706
"100 Royal Dr, Long Beach, MS 39560",230000,,4,2,1995,Single-family,1975,11325,115,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/100-Royal-Dr-39560/home/116537706
"25708 119th Pl SE, Kent, WA 98030",559950,,3,2,1300,Single-family,1986,7380,431,,Washington,,https://www.redfin.com/WA/Kent/25708-119th-Pl-SE-98030/home/400057
"109 Boggs Cir, Long Beach, MS 39560",329000,,4,3,2793,Single-family,1966,11761,118,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/109-Boggs-Cir-39560/home/115990206
"22004 117th Ave SE, Kent, WA 98031",714950,,3,2.5,1860,Single-family,1983,7581,384,,Washington,,https://www.redfin.com/WA/Kent/22004-117th-Ave-SE-98031/home/224402
"898 W Beach Blvd, Long Beach, MS 39560",649000,,3,2,1512,Single-family,2010,16552,429,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/898-W-Beach-Blvd-39560/home/116594594
"119 W 3rd St, Long Beach, MS 39560",335000,,4,2,1494,Single-family,1960,9583,224,,Mississippi,,https://www.redfin.com/MS/Long-Beach/119-W-3rd-St-39560/home/197068493
"1540 Maple Ln #35, Kent, WA 98030",185000,,3,2,1400,Manufactured,2002,209523,132,2,Washington,,https://www.redfin.com/WA/Kent/1540-Maple-Ln-98030/unit-35/home/175722700
"511 E Old Pass Rd, Long Beach, MS 39560",189900,,4,2,1464,Single-family,1960,13503,130,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/511-E-Old-Pass-Rd-39560/home/115832995
"27015 122nd Pl SE, Kent, WA 98030",775000,,5,2.5,2381,Single-family,2016,4500,325,,Washington,,https://www.redfin.com/WA/Kent/27015-122nd-Pl-SE-98030/home/106722431
"12900 SE 268th St Unit C2, Kent, WA 98030",575000,,3,2.5,1580,Townhome,2006,266151,364,,Washington,,https://www.redfin.com/WA/Kent/12900-SE-268th-St-98030/unit-C2/home/12318483
"104 Park Row Ave Unit 1-4, Long Beach, MS 39560",400000,,8,4,3600,Multi-family,1978,12196,111,,Mississippi,,https://www.redfin.com/MS/Long-Beach/104-Park-Row-Ave-39560/unit-1-4/home/176944990
"13618 SE 254th Pl, Kent, WA 98042",849999,,4,2.5,3117,Single-family,2008,5702,273,,Washington,,https://www.redfin.com/WA/Covington/13618-SE-254th-Pl-98042/home/22413908
"29724 174th Ave SE, Kent, WA 98042",899995,,3,2.5,2801,Single-family,1986,17859,321,2,Washington,,https://www.redfin.com/WA/Kent/29724-174th-Ave-SE-98042/home/381730
,326260,,4,2,2314,Single-family,2025,9147,141,,Mississippi,,https://www.redfin.com/MS/Long-Beach/15-Eliza-Ln-39560/home/196331602
"22528 94th Ave S, Kent, WA 98031",639900,,3,2,1380,Single-family,1963,12196,464,2,Washington,,https://www.redfin.com/WA/Kent/22528-94th-Ave-S-98031/home/387297
"115 E 5th St Unit B, Long Beach, MS 39560",549000,,3,3,1880,Townhome,2025,4356,292,1,Mississippi,,https://www.redfin.com/MS/Long-Beach/115-E-5th-ST-39560/unit-B/home/196363276
"13323 SE 238th Pl #14, Kent, WA 98042",889900,,5,3,2710,Single-family,2025,3587,328,,Washington,,https://www.redfin.com/WA/Kent/13323-SE-238th-Pl-98042/unit-14/home/192393531
"Lot 4 Mason Ave #4, Long Beach, MS 39560",585900,,3,2,1557,Single-family,2025,7840,376,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/Lot-4-Mason-Ave-39560/unit-4/home/196497405
"13219 SE 256th Unit E3, Kent, WA 98042",369500,,2,1.5,1470,Townhome,1980,287931,251,,Washington,,https://www.redfin.com/WA/Kent/13219-SE-256th-St-98042/unit-E3/home/43043
"220 West Ave, Long Beach, MS 39560",589000,,3,2.5,1881,Single-family,2025,8712,313,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/220-West-Ave-39560/home/195989850
"14303 SE 266th St, Kent, WA 98042",1795000,,4,3.5,3690,Single-family,1992,12632,486,2,Washington,,https://www.redfin.com/WA/Kent/14303-SE-266th-St-98042/home/398602
"119 Sea Oaks Blvd, Long Beach, MS 39560",725000,,4,2,2193,Single-family,2023,14810,331,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/119-Sea-Oaks-Blvd-39560/home/168765061
"Lot 1 Mason Ave #1, Long Beach, MS 39560",585900,,3,2,1557,Single-family,2025,7840,376,6,Mississippi,,https://www.redfin.com/MS/Long-Beach/Lot-1-Mason-Ave-39560/unit-1/home/196497344
"4 Briarwood Cir, Long Beach, MS 39560",267000,,3,2,2440,Single-family,1980,13068,109,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/4-Briarwood-Cir-39560/home/115857322
"10513 SE 250th Pl Unit F-106, Kent, WA 98031",469000,,3,2.5,1609,Townhome,1995,,291,2,Washington,,https://www.redfin.com/WA/Kent/10513-SE-250th-Pl-98030/unit-F106/home/175990159
"122 W Beach Blvd #5, Long Beach, MS 39560",629900,,3,2,1557,Single-family,2025,7840,405,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/122-W-Beach-BLVD-39560/unit-5/home/196497404
"Lot 3 Mason Ave #3, Long Beach, MS 39560",585900,,3,2,1557,Single-family,2025,7840,376,4,Mississippi,,https://www.redfin.com/MS/Long-Beach/Lot-3-Mason-Ave-39560/unit-3/home/196497403
"27904 195th Ave SE, Kent, WA 98042",937999,,4,2.5,2630,Single-family,1983,37897,357,,Washington,,https://www.redfin.com/WA/Kent/27904-195th-Ave-SE-98042/home/382350
"25 Oak Alley Ln #25, Long Beach, MS 39560",278000,,2,2.5,1520,Townhome,2007,1742,183,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/25-Oak-Alley-Ln-39560/unit-25/home/196235231
"14114 SE 278th St, Kent, WA 98042",875000,,5,2.5,3200,Single-family,2003,6000,273,,Washington,,https://www.redfin.com/WA/Kent/14114-SE-278th-St-98042/home/404840
"1154 E Old Pass Rd, Long Beach, MS 39560",259000,,3,2,1791,Single-family,1995,16988,145,1,Mississippi,,https://www.redfin.com/MS/Long-Beach/1154-E-Old-Pass-Rd-39560/home/116239734
"13511 SE 266th St, Kent, WA 98042",995000,,7,2,2050,Single-family,1975,12196,485,,Washington,,https://www.redfin.com/WA/Kent/13511-SE-266th-St-98042/home/400340
"12416 SE 272nd Pl Unit C, Kent, WA 98030",350000,,2,1.5,1012,Condo (co-op),1967,,346,2,Washington,,https://www.redfin.com/WA/Kent/12416-SE-272nd-Pl-98030/unit-C/home/59606
"100 Pampas Dr, Long Beach, MS 39560",210000,,3,2,1474,Single-family,1969,12196,142,2,Mississippi,,https://www.redfin.com/MS/Long-Beach/100-Pampas-Dr-39560/home/116523912
"23709 126th Pl SE, Kent, WA 98031",750000,,4,3,2120,Single-family,1992,8385,354,,Washington,,https://www.redfin.com/WA/Kent/23709-126th-Pl-SE-98031/home/220821
"914 Beatrice Dr, Long Beach, MS 39560",224000,,4,2,2023,Single-family,1967,12196,111,1,Mississippi,,https://www.redfin.com/MS/Long-Beach/914-Beatrice-Dr-39560/home/116398504
"114 Olson Ave, Long Beach, MS 39560",269000,,4,3,1600,Single-family,1952,20037,168,,Mississippi,,https://www.redfin.com/MS/Long-Beach/114-Olson-Ave-39560/home/116192044
"12330 SE 204th St, Kent, WA 98031",789500,,4,3,2780,Single-family,1989,10783,284,2,Washington,,https://www.redfin.com/WA/Kent/12330-SE-204th-St-98031/home/222478
"605 Magnolia St, Long Beach, MS 39560",542000,,3,2.5,1747,Single-family,2021,14810,310,1,Mississippi,,https://www.redfin.com/MS/Long-Beach/605-Magnolia-St-39560/home/116067350
"22617 42nd Pl S Unit 2-3, Kent, WA 98032",464999,,2,2.5,1293,Townhome,2003,,360,2,Washington,,https://www.redfin.com/WA/Kent/22617-42nd-Pl-S-98032/unit-2-3/home/17963
"318 E 4th St, Long Beach, MS 39560",280000,,3,2,2109,Single-family,1955,19166,133,1,Mississippi,,https://www.redfin.com/MS/Long-Beach/318-E-Fourth-St-39560/home/115900549
"2716 S 256th Pl, Kent, WA 98032",849950,,6,,2716,Multi-family,1977,7220,313,6,Washington,,https://www.redfin.com/WA/Kent/2716-S-256th-Pl-98032/home/2066823
"119 N Seashore Ave, Long Beach, MS 39560",249900,,5,4,2370,Single-family,1965,13068,105,,Mississippi,,https://www.redfin.com/MS/Long-Beach/119-N-Seashore-Ave-39560/home/116120501
"919 4th Ave N, Kent, WA 98032",610000,,3,2.5,2060,Single-family,2000,4029,296,4,Washington,,https://www.redfin.com/WA/Kent/919-4th-Ave-N-98032/home/396000
"548 W Beach Blvd #145, Long Beach, MS 39560",219999,,2,1.5,800,Condo,2008,,275,1,Mississippi,,https://www.redfin.com/MS/Long-Beach/548-W-Beach-BLVD-39560/unit-145/home/191849431
"22328 88th Way S Unit I-105, Kent, WA 98031",579000,,2,2.5,1363,Townhome,2021,,425,1,Washington,,https://www.redfin.com/WA/Kent/22328-88th-Way-S-98031/unit-I105/home/181298337
"8025 Crawford Dr, Long Beach, MS 39560",405000,,4,3.5,2785,Single-family,2023,14374,145,,Mississippi,,https://www.redfin.com/MS/Long-Beach/8025-Crawford-Dr-39560/home/184744564
"29247 188th Ave SE, Kent, WA 98042",1495000,,4,4,3960,Single-family,1992,484387,378,5,Washington,,https://www.redfin.com/WA/Kent/29247-188th-Ave-SE-98042/home/381778
"30 Oak Alley Ln, Long Beach, MS 39560",285000,,2,2.5,1520,Townhome,2007,1742,188,,Mississippi,,https://www.redfin.com/MS/Long-Beach/30-Oak-Alley-Ln-39560/home/176894671
"22109 45th Ave S, Kent, WA 98032",650000,,4,2.5,2072,Condo,2003,,314,2,Washington,,https://www.redfin.com/WA/Kent/22109-45th-Ave-S-98032/home/196597366
"204 Trautman Ave, Long Beach, MS 39560",265000,,4,3,1988,Single-family,1960,6098,133,3,Mississippi,,https://www.redfin.com/MS/Long-Beach/204-Trautman-Ave-39560/home/116398782
