address,price,est_monthly_payment,bedrooms,bathrooms,square_footage,property_type,year_built,lot_size,price_per_sqft,parking,state,city,url
"7019 Scarlet St, Olive Branch, MS 38654",669900,,5,4.5,3718,Single-family,2025,20037,180,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/7019-Scarlett-St-38654/home/194230215
"11216 NE 67th St #4, Kirkland, WA 98033",2698000,,5,4,3945,Condo,2025,3600,684,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11216-NE-67th-St-98033/unit-4/home/196137150
"6790 Farm Cv, Olive Branch, MS 38654",569900,,4,3.5,3283,Single-family,2022,19166,174,3,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/6790-Farm-Cv-38654/home/182615825
"5515 108th Ave NE, Kirkland, WA 98033",4750000,,5,4.5,5000,Single-family,2025,11325,950,3,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/5515-108th-Ave-NE-98033/home/460148
"6628 Sundance Dr, Olive Branch, MS 38654",650000,,5,4,5900,Single-family,2004,13939,110,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/6628-Sundance-Dr-38654/home/94420460
"65 Kirkland Ave #108, Kirkland, WA 98033",985000,,1,1,654,Condo,1964,,"1,506",1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/65-Kirkland-Ave-98033/unit-108/home/72150
"4985 Bobo Place Pl, Olive Branch, MS 38654",460000,,5,3.5,3817,Single-family,2001,32234,121,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4985-Bobo-Pl-38654/home/94390878
"11121 NE 91ST Ln, Kirkland, WA 98033",2450000,,3,2.5,2979,Single-family,1996,8758,822,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11121-NE-91st-Ln-98033/home/464131
"13226 NE 143rd Ct #24, Woodinville, WA 98072",1174995,,4,3.5,1921,Condo,2025,,612,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Woodinville/13226-NE-143rd-Ct-98072/unit-24/home/196217261
"5126 Saint Andrews Cv, Olive Branch, MS 38654",449000,,3,2,3150,Single-family,1993,44866,143,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/5126-Saint-Andrews-Cv-38654/home/94436969
"12608 NE 119th St Unit B8, Kirkland, WA 98034",435000,,2,1,949,Condo,1980,109771,458,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12608-NE-119th-St-98034/unit-B8/home/22429
"7235 Davidson Rd, Olive Branch, MS 38654",625000,,3,4,3150,Single-family,1988,317988,198,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/7235-Davidson-Rd-38654/home/94421081
"7622 130th Ave NE, Kirkland, WA 98033",1725000,,4,3,2900,Single-family,1974,7476,595,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/7622-130th-Ave-NE-98033/home/515247
"3368 Blooming Grove Rd, Olive Branch, MS 38654",539950,,4,3.5,3279,Single-family,2025,30491,165,3,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/3368-Blooming-Grove-Rd-38654/home/194360840
"6511 108th Ave NE #3, Kirkland, WA 98033",1980000,,3,2.5,2220,Condo,2014,24829,892,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/6511-108th-Ave-NE-98033/unit-3/home/59703364
"4481 Summers Place Dr, Olive Branch, MS 38654",399900,,4,3,2610,Single-family,1996,43560,153,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4481-Summers-Place-Dr-38654/home/94396453
"11123 105th Ave NE, Kirkland, WA 98033",1050000,,2,2.5,1306,Condo,2025,1605,804,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11123-105th-Ave-NE-98033/home/462055
"4243 W Olivia Cir, Olive Branch, MS 38654",375050,,4,3,2200,Single-family,2025,12196,170,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4243-Olivia-Cir-W-38654/home/194635934
"4408 102nd Ct NE, Kirkland, WA 98033",3595000,,4,5,4078,Single-family,2025,12196,882,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/4408-102nd-Ct-NE-98033/home/196184838
"7704 Crosswinds Blvd, Hernando, MS 38632",413900,,4,2,2433,Single-family,2025,21780,170,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Hernando/7704-Crosswinds-Blvd-38632/home/194426047
"11226 NE 67th St, Kirkland, WA 98033",2075000,,4,3.5,3590,Single-family,2001,3594,578,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11226-NE-67th-St-98033/home/459658
"8823 Bell Forrest Dr, Olive Branch, MS 38654",334000,,3,2,2350,Single-family,1996,12632,142,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/8823-Bell-Forrest-Dr-38654/home/94426176
"414 10th St S, Kirkland, WA 98033",2495000,,5,3.5,3500,Single-family,2001,9938,713,3,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/414-10th-St-S-98033/home/461409
"5316 Braham Dr, Olive Branch, MS 38654",416990,,4,3,2388,Single-family,2024,23522,175,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/5316-Braham-Dr-38654/home/194377483
"12023 100th Ave NE Unit C4, Kirkland, WA 98034",299000,,1,1,662,Condo,1977,,452,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12023-100th-Ave-NE-98034/unit-C4/home/56925
,435990,,5,3,2671,Single-family,2025,19602,163,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/5299-Borden-Creek-Dr-38654/home/195136994
"12924 NE 87th St, Kirkland, WA 98033",2399500,,5,3.5,4120,Single-family,2006,7304,582,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12924-NE-87th-St-98033/home/8187244
"8649 Parkview Oaks Cir, Olive Branch, MS 38654",319500,,3,2,1802,Condo,2016,2178,177,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/8649-Parkview-Oaks-Cir-38654/home/94432338
"11815 93rd Ln NE #203, Kirkland, WA 98034",384500,,2,1.5,895,Condo,1981,,430,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11815-93rd-Ln-NE-98034/unit-203/home/196513881
"4251 W Olivia Cir, Olive Branch, MS 38654",382000,,4,2,2020,Single-family,2025,12632,189,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4251-Olivia-Cir-W-38654/home/194616229
"815 18th Ave W, Kirkland, WA 98033",2550000,,4,3.5,2715,Condo,2025,4610,939,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/815-18th-Ave-W-98033/home/464027
"7188 Larkfield Cv, Olive Branch, MS 38654",329000,,5,2,2430,Single-family,1996,20037,135,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/7188-Larkfield-Cv-38654/home/94405488
"6714 Lake Washington Blvd NE #4, Kirkland, WA 98033",750000,,2,1,820,Condo,1962,,915,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/6714-Lake-Washington-Blvd-NE-98033/unit-4/home/11706
"8939 Youngblood Rd, Olive Branch, MS 38654",425000,,5,4.5,View,Single-family,2002,,152,4,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/8939-Youngblood-Rd-38654/home/94419025
"12108 NE 66th St, Kirkland, WA 98033",2750000,,5,2.5,3813,Single-family,1961,9940,721,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12108-NE-66th-St-98033/home/517117
"9082 Fox Cv, Olive Branch, MS 38654",355000,,3,2.5,2684,Single-family,1998,50965,132,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/9082-Fox-Cv-38654/home/94419258
"122 S State St Unit 207 E, Kirkland, WA 98033",565000,,1,1,652,Condo,1995,,867,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/122-State-St-S-98033/unit-207E/home/9443
"3972 Fieldstream Dr, Olive Branch, MS 38654",484900,,4,3,2892,Single-family,2023,20908,168,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/3972-Fieldstream-Dr-N-38654/home/182549357
"10133 NE 113th Pl, Kirkland, WA 98033",2299000,,5,4.5,3410,Single-family,2006,10000,674,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10133-NE-113th-Pl-98033/home/462177
"728 Lucas Ln, Hernando, MS 38632",422400,,4,3,2468,Single-family,2025,26571,171,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Hernando/728-Lucas-Ln-38632/home/194754617
"10434 NE 110th St Unit B, Kirkland, WA 98033",1149999,,2,2.5,1299,Condo,2025,2118,885,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10434-NE-110th-St-98033/unit-B/home/195583469
"11317 Vicki's Ln, Olive Branch, MS 38654",659900,,6,4.5,3750,Single-family,2024,65340,176,3,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/11317-Vicki-s-Ln-38654/home/192577035
"12705 NE 144th St Unit G, Kirkland, WA 98034",999990,,3,3,1600,Townhome,2025,1,625,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12705-NE-144th-St-98034/unit-G/home/195183399
"8653 Parkview Oaks Cir, Olive Branch, MS 38654",309600,,2,2,1778,Condo,2016,2178,174,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/8653-Parkview-Oaks-Cir-38654/home/94432337
"14079 117th Ave NE, Kirkland, WA 98034",1670000,,5,3,2340,Single-family,1973,7875,714,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/14079-117th-Ave-NE-98034/home/454838
"6222 S Bear Cv, Olive Branch, MS 38654",583900,,6,5,4883,Single-family,2007,13503,120,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/6222-Bear-Cv-N-38654/home/94420401
"10207 NE 136th Pl. Lot#2, Kirkland, WA 98034",2068000,,5,3.5,3083,Single-family,2025,7301,671,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10207-NE-136th-Pl-98034/home/196209756
"4083 Kayley Ln, Olive Branch, MS 38654",459900,,4,3,2700,Single-family,2015,9583,170,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4083-Kayley-Ln-38654/home/94417195
"220 1st St #204, Kirkland, WA 98033",924900,,2,2,1158,Condo,2000,,799,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/220-1st-St-98033/unit-204/home/12092707
"13593 Landry Ln, Olive Branch, MS 38654",489950,,4,3.5,3189,Single-family,2024,21780,154,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/13593-Landry-Ln-38654/home/193971952
"1006 4th St W, Kirkland, WA 98033",3960000,,4,4,3330,Single-family,2022,4800,"1,189",2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/1006-4th-St-W-98033/home/461199
"4367 Whisper Trail Dr, Olive Branch, MS 38654",979000,,5,3.5,5114,Single-family,2022,25264,191,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4367-Whisper-Trl-38654/home/182615476
"13511 Birch Bnd, Olive Branch, MS 38654",469900,,5,3,2784,Single-family,2023,9147,169,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/13511-Birch-Bnd-38654/home/187670087
"10831 NE 147th Ln Unit R202, Bothell, WA 98011",335000,,1,1,626,Condo,1982,,535,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Bothell/10831-NE-147th-Ln-98011/unit-R202/home/8190245
"4185 W Olivia Cir, Olive Branch, MS 38654",382050,,4,3,2200,Single-family,2025,12632,174,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4185-Olivia-Cir-W-38654/home/194807385
"5138 St Andrews Cv, Olive Branch, MS 38654",829900,,6,4,4793,Single-family,1999,73616,173,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/5138-Wedgewood-Dr-38654/home/94391225
"4120 Mitchell Pl, Olive Branch, MS 38654",409500,,4,3,2749,Single-family,2014,32670,149,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4120-Mitchell-Pl-38654/home/103483796
"327 2nd Ave S, Kirkland, WA 98033",1472500,,3,3.5,2019,Townhome,1991,,729,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/327-2nd-Ave-S-98033/home/196065254
"4201 W Olivia Cir, Olive Branch, MS 38654",378800,,4,2,2020,Single-family,2025,11761,188,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4201-Olivia-Cir-W-38654/home/194655685
"11115 NE 95th St, Kirkland, WA 98033",2195000,,3,2.5,2600,Single-family,1990,9375,844,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11115-NE-95th-St-98033/home/464214
"10065 Lacy Dr, Olive Branch, MS 38654",380000,,4,2.5,2675,Single-family,2000,30056,142,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/10065-Lacey-Dr-38654/home/94395027
"5906 112th Pl NE, Kirkland, WA 98033",1588000,,4,3,2220,Single-family,1976,8602,715,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/5906-112th-Pl-NE-98033/home/459591
"4981 Waterstone Cv, Olive Branch, MS 38654",535000,,5,3,3250,Single-family,2005,29185,165,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4981-Waterstone-Cv-38654/home/94406868
"4275 W Olivia Cir, Olive Branch, MS 38654",372700,,4,2,2020,Single-family,2025,12196,185,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4275-Olivia-Cir-W-38654/home/193435182
"375 Kirkland Ave #145, Kirkland, WA 98033",735000,,1,1,813,Condo,2006,,904,85,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/375-Kirkland-Ave-98033/unit-145/home/12090786
"4269 W Olivia Cir, Olive Branch, MS 38654",386250,,4,3,2200,Single-family,2025,12632,176,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4269-Olivia-Cir-W-38654/home/193480136
"10168 NE 112th Pl, Kirkland, WA 98033",1250000,,2,2.5,1306,Condo,2025,2986,957,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10168-NE-112th-Pl-98033/home/196128324
"7738 Windersgate Cir, Olive Branch, MS 38654",494900,,5,4.5,3832,Single-family,1996,37897,129,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/7738-Windersgate-Cir-38654/home/94419574
"10602 NE 137th Pl, Kirkland, WA 98033",949000,,2,2.5,1312,Single-family,2025,3148,723,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10602-NE-137th-Pl-98034/home/196082797
"8651 Parkview Oaks Cir, Olive Branch, MS 38654",296500,,2,2,1778,Condo,2016,2178,167,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/8651-Parkview-Oaks-Cir-38654/home/94432335
"10410 NE 58th St, Kirkland, WA 98033",6683000,,5,4.5,6161,Single-family,2016,13939,"1,085",,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10410-NE-58th-St-98033/home/460607
"9549 Mcelroy Farms Dr, Olive Branch, MS 38654",589950,,4,3.5,3878,Single-family,2025,21780,152,3,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/9549-McElroy-Farms-Dr-38654/home/195055980
"10602 NE 60th St, Kirkland, WA 98033",2100000,,4,2.5,2470,Single-family,1974,8664,850,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10602-NE-60th-St-98033/home/460249
"12965 Whispering Pines Dr, Olive Branch, MS 38654",1100000,,5,4,5400,Single-family,1993,897336,204,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/12965-Whispering-Pines-Dr-38654/home/94409872
"15600 116th Ave NE Unit E4, Bothell, WA 98011",469000,,2,1.5,1036,Townhome,1986,,453,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Bothell/15600-116th-Ave-NE-98011/unit-E4/home/70585
"3344 Belmor Crossing Xing, Olive Branch, MS 38654",479900,,5,4,3430,Single-family,2005,31798,140,3,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/3344-Belmor-Crossing-38654/home/60738802
"213 4th Ct S, Kirkland, WA 98033",2200000,,5,1,3083,Condo,2016,2918,714,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/213-4th-Ct-S-98033/home/143457489
"4229 W Olivia Cir, Olive Branch, MS 38654",389050,,4,3,2200,Single-family,2025,12196,177,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4229-Olivia-Cir-W-38654/home/194807352
"6211 116th Ave NE, Kirkland, WA 98033",1598000,,4,2.5,2700,Single-family,2000,10162,592,3,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/6211-116th-Ave-NE-98033/home/515971
"10004 100th Ave NE Unit K202, Kirkland, WA 98034",475000,,2,1,1040,Condo,1986,,457,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10004-100-Ave-98034/unit-K202/home/2117597
"11717 93rd Ave NE Unit A7, Kirkland, WA 98034",385000,,1,1,719,Condo,1978,37026,535,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11717-93rd-Ave-NE-98034/unit-A7/home/192486746
"7722 Willow Way, Hernando, MS 38632",410600,,4,2,2400,Single-family,2023,24829,171,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Hernando/7722-Willow-Way-38632/home/188755732
"11005 NE 100th Pl, Kirkland, WA 98033",1999990,,4,3.5,2950,Single-family,2005,13068,678,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11005-NE-100th-Pl-98033/home/2070835
"0 Caroma Dr, Olive Branch, MS 38654",775000,,—,,7.78,Vacant land,,338896,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/Caroma-St-38654/home/178360973
"515 Lake St S #205, Kirkland, WA 98033",1000000,,2,1,1050,Condo,1965,82328,952,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/515-Lake-St-S-98033/unit-205/home/2097130
"7998 Vaiden Rd, Hernando, MS 38632",785000,,—,,30.00,Vacant land,,1306800,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Hernando/7998-Vaiden-Rd-38632/home/176912226
"435 8th Ave W, Kirkland, WA 98033",7820000,,6,7.5,7680,Single-family,2007,11325,"1,018",6,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/435-8th-Ave-W-98033/home/461375
"1 Bethel Rd, Olive Branch, MS 38654",249900,,—,,10.00,Vacant land,,435600,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/1-Bethel-Rd-38654/home/176928276
"10829 104th Ave NE, Kirkland, WA 98033",991800,,2,2.5,1310,Single-family,2025,1367,757,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10829-104th-Ave-NE-98033/home/461662
"7442 Youngblood Cv, Olive Branch, MS 38654",439000,,5,3.5,3440,Single-family,2003,43560,128,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/7442-Youngblood-Cv-38654/home/94419021
"11828 NE 103rd Pl, Kirkland, WA 98033",1298000,,3,3,2400,Single-family,1980,20037,541,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11828-NE-103rd-Pl-98033/home/463265
"2914 S Cypress Lake Dr Unit South, Olive Branch, MS 38654",519000,,4,3,2500,Single-family,2024,33105,208,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/2914-Cypress-Lake-Dr-S-38654/home/188687534
"12429 NE 130 Ct NE Unit G304, Kirkland, WA 98034",350000,,1,1,709,Townhome,1978,340639,494,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12429-NE-130th-Ct-98034/unit-G304/home/4647
"7880 Allenwood Ln, Olive Branch, MS 38654",282500,,3,2,1449,Single-family,2017,6098,195,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/7880-Allenwood-Ln-38654/home/144196894
"8797 116th Ave NE, Kirkland, WA 98033",2800000,,9,,4272,Multi-family,1911,14374,655,7,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/8797-116th-Ave-NE-98033/home/2065587
"9095 Willow Branch Dr, Olive Branch, MS 38654",499900,,3,2.5,3213,Single-family,1988,65340,156,4,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/9095-Willow-Branch-Dr-38654/home/60878124
"14208 93rd Ave NE, Kirkland, WA 98034",1488000,,5,2.5,2790,Single-family,1980,6500,533,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/14208-93rd-Ave-NE-98034/home/277388
"4073 Colton Dr, Olive Branch, MS 38654",337000,,4,2,2001,Single-family,2017,6534,168,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4073-Colton-Dr-38654/home/94410660
"12712 NE 120th St Unit G1, Kirkland, WA 98034",525000,,2,2,1036,Condo,1979,,507,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12712-NE-120th-St-98034/unit-G1/home/15459
"4442 Polk Ln, Olive Branch, MS 38654",89900,,—,,3.32,Vacant land,,144619,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/4442-Polk-Ln-38654/home/176926280
"6210 106th Ave NE, Kirkland, WA 98033",3799900,,4,4,3950,Single-family,2006,16552,962,4,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/6210-106th-Ave-NE-98033/home/2115440
"8122 Bella Donna Cir, Olive Branch, MS 38654",150000,,—,,0.58,Vacant land,,25264,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/8122-Bella-Donna-Cir-38654/home/176937517
,3099995,,5,5.5,4208,Single-family,2024,5155,737,3,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/215-8th-Ave-W-98033/home/192105020
"12172 Goodman Rd, Olive Branch, MS 38654",105000,,—,,1.21,Vacant land,,52707,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/12172-Goodman-Rd-38654/home/94403646
"6919 Oak Forest Dr, Olive Branch, MS 38654",250000,,—,,0.75,Vacant land,,32670,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/6919-Oak-Forest-Dr-38654/home/177173292
"721 2nd St S, Kirkland, WA 98033",6835000,,4,6,4418,Single-family,2025,9003,"1,547",3,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/721-2nd-St-S-98033/home/22646680
"10719 Highway 178, Olive Branch, MS 38654",1250000,,—,,11.52,Vacant land,,501811,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/10719-Highway-178-38654/home/94395079
"12716 NE 144th St Unit D202, Kirkland, WA 98034",448888,,2,2,935,Condo,1983,,480,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12716-NE-144th-St-98034/unit-D202/home/60449
,349990+,,4,2,1819,Single-family,,,192,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/Olive-Branch/Cameron/home/190994808
"1833 3rd Ave, Kirkland, WA 98033",2699950,,4,4,2785,Single-family,1916,12632,969,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/1833-3rd-St-98033/home/461267
"7635 Bethel Rd, Olive Branch, MS 38654",83000,,—,,1.50,Vacant land,,65340,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/7635-Bethel-Rd-38654/home/94396202
"7223 NE 118th Ct, Kirkland, WA 98034",2450000,,5,4,4060,Single-family,2021,10451,603,3,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/7223-NE-118th-Ct-98034/home/168849863
"8654 Goodman Rd, Olive Branch, MS 38654",3500000,,—,,28.00,Vacant land,,1219680,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/8654-Goodman-Rd-38654/home/94420069
"12617 NE 130th Way Unit E303, Kirkland, WA 98034",428900,,2,2,943,Condo,1979,,455,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12617-NE-130th-Way-98034/unit-E303/home/20552
"7231 N Hamilton Circle Cir, Olive Branch, MS 38654",115000,,—,,1.00,Vacant land,,43560,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/7231-N-Hamilton-Cir-38654/home/94389693
"2 Bethel Rd, Olive Branch, MS 38654",249900,,—,,10.00,Vacant land,,435600,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/2-Bethel-Rd-38654/home/176913109
"11408 115th Ln NE, Kirkland, WA 98033",840000,,2,2.5,1550,Townhome,1988,2657,542,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11408-115th-Ln-NE-98033/home/461005
"7905 Gardendale Dr, Olive Branch, MS 38654",309200,,3,2,1717,Single-family,2025,4791,180,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/7905-Gardendale-Dr-38654/home/196823815
"10030 NE 120th St Unit J2, Kirkland, WA 98034",515000,,2,1.5,1050,Townhome,1978,,490,1,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/10030-NE-120th-St-98034/unit-J2/home/7404
"7222 Vaiden Rd, Hernando, MS 38632",70000,,—,,1.53,Vacant land,,66646,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Hernando/7222-Vaiden-Rd-38632/home/196113557
"11307 NE 128th St Unit G204, Kirkland, WA 98034",545000,,2,2,906,Condo,1990,,602,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11307-NE-128th-St-98034/unit-G204/home/2118609
"Ross Rd, Olive Branch, MS 38654",199900,,—,,10.00,Vacant land,,435600,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/Ross-Rd-38654/home/196594591
"11611 NE 134th St, Kirkland, WA 98034",1099000,,3,1.5,1520,Single-family,1965,8960,723,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/11611-NE-134th-St-98034/home/453053
"LOT 35 Cypress Run Cv Lot 35, Olive Branch, MS 38654",70000,,—,,0.69,Vacant land,,30056,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/LOT-35-Cypress-Run-Cv-38654/unit-35/home/196137118
,363990+,,4,2,1883,Single-family,,,193,2,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/Olive-Branch/Dover/home/190110465
"8707 116th Ave NE Unit A, Kirkland, WA 98033",1799000,,4,4,2891,Townhome,2019,20908,622,,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/8707-116th-Ave-NE-98033/unit-A/home/191519004
"443 Highway 305 N, Olive Branch, MS 38654",975000,,—,,3.50,Vacant land,,152460,,,Mississippi,"Olive Branch, MS",https://www.redfin.com/MS/Olive-Branch/443-Highway-305-N-38654/home/94396260
"12331 NE 101st Ln, Kirkland, WA 98033",975000,,3,3,1990,Single-family,1997,1755,490,2,Washington,"Kirkland, WA",https://www.redfin.com/WA/Kirkland/12331-NE-101st-Ln-98033/home/511803
